DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
230222245,12/6/23 0:00,12/6/23 0:00,1900,2,Rampart,256,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0344 2004,0,X,X,235,PHARMACY INSIDE STORE OR SUPERMARKET*,,,IC,Invest Cont,442,,,,1700 W  6TH                          ST,,34.0573,-118.2699
230817894,12/9/23 0:00,12/6/23 0:00,1340,8,West LA,816,1,440,THEFT PLAIN - PETTY ($950 & UNDER),394,19,M,V,710,OTHER PREMISE,,,IC,Invest Cont,440,,,,11000    OPHIR                        DR,,34.0683,-118.4531
231518633,12/7/23 0:00,12/6/23 0:00,2300,15,N Hollywood,1532,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344,29,F,O,101,STREET,,,IC,Invest Cont,331,,,,OXNARD,ST CLAIR,34.1794,-118.4009
231820553,12/7/23 0:00,12/6/23 0:00,2100,18,Southeast,1802,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,33,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,88TH                         PL,BROADWAY,33.9564,-118.2782
231614811,12/8/23 0:00,12/6/23 0:00,1900,16,Foothill,1643,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000 1813 0913,31,F,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,626,,,,13000    GOLETA                       ST,,34.2561,-118.4159
230125949,12/9/23 0:00,12/6/23 0:00,1530,1,Central,164,2,624,BATTERY - SIMPLE ASSAULT,0448 0429 0444 1822 0415,45,M,O,702,OFFICE BUILDING/OFFICE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,600 S  SPRING                       ST,,34.046,-118.251
231016877,12/6/23 0:00,12/6/23 0:00,1400,10,West Valley,1021,2,354,THEFT OF IDENTITY,1822 0917,44,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,7000    TAMPA                        AV,,34.1954,-118.5577
230917201,12/7/23 0:00,12/6/23 0:00,1640,9,Van Nuys,939,2,624,BATTERY - SIMPLE ASSAULT,0444 0400,42,M,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,6100    LONGRIDGE                    AV,,34.1817,-118.4214
231820496,12/7/23 0:00,12/6/23 0:00,1200,18,Southeast,1862,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,300 W  118TH                        PL,,33.9256,-118.2782
230516588,12/6/23 0:00,12/6/23 0:00,1220,5,Harbor,563,1,443,SHOPLIFTING - ATTEMPT,0325 1501 1402,0,X,X,402,MARKET,,,IC,Invest Cont,443,998,,,1200 S  GAFFEY                       ST,,33.7331,-118.2924
230222177,12/6/23 0:00,12/6/23 0:00,45,2,Rampart,265,1,210,ROBBERY,0945 1822 0344 0906 1309 0371 1248,18,F,H,210,RESTAURANT/FAST FOOD,511,VERBAL THREAT,AA,Adult Arrest,210,,,,2000 W  8TH                          ST,,34.0544,-118.2767
231518630,12/7/23 0:00,12/6/23 0:00,513,15,N Hollywood,1543,2,888,TRESPASSING,,0,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,888,,,,12300    CHANDLER                     BL,,34.1684,-118.4017
231321682,12/6/23 0:00,12/6/23 0:00,2200,13,Newton,1362,2,890,FAILURE TO YIELD,1309,0,X,X,101,STREET,,,IC,Invest Cont,890,,,,AVALON                       BL,51ST                         ST,33.9966,-118.2652
231614734,12/6/23 0:00,12/6/23 0:00,1450,16,Foothill,1656,2,901,VIOLATION OF RESTRAINING ORDER,2038 0913 1202,72,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,901,,,,10300    SCOVILLE                     AV,,34.2561,-118.314
231518764,12/11/23 0:00,12/6/23 0:00,1600,15,N Hollywood,1531,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 1602 0385 0344,40,M,W,101,STREET,,,IC,Invest Cont,331,,,,5800    ALCOVE                       AV,,34.1758,-118.4127
230320878,12/6/23 0:00,12/6/23 0:00,6,3,Southwest,399,2,940,EXTORTION,0914 1300 1822,20,M,H,101,STREET,,,IC,Invest Cont,940,,,,4200 S  FIGUEROA                     ST,,34.0072,-118.2827
231718791,12/6/23 0:00,12/6/23 0:00,1200,17,Devonshire,1749,1,510,VEHICLE - STOLEN,,0,,,103,ALLEY,,,IC,Invest Cont,510,,,,15800    DEVONSHIRE                   ST,,34.261,-118.4807
230320919,12/6/23 0:00,12/6/23 0:00,1645,3,Southwest,396,1,210,ROBBERY,1822 0344 0605 0416 0446 1310,47,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,42ND                         PL,HOOVER                       ST,34.0064,-118.2872
231116688,12/10/23 0:00,12/6/23 0:00,1400,11,Northeast,1113,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,53,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,2600    COLORADO                     BL,,34.1421,-118.223
232117395,12/7/23 0:00,12/6/23 0:00,1800,21,Topanga,2157,1,330,BURGLARY FROM VEHICLE,0344 1307,23,M,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,,6700    INDEPENDENCE                 AV,,34.192,-118.5906
230222222,12/6/23 0:00,12/6/23 0:00,2235,2,Rampart,246,2,888,TRESPASSING,0910 1501 2052 1822,0,X,X,904,MTA - RED LINE - WESTLAKE/MACARTHUR PARK,,,IC,Invest Cont,888,,,,600 S  ALVARADO                     ST,,34.0595,-118.2749
230618675,12/6/23 0:00,12/6/23 0:00,2030,6,Hollywood,645,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0910 0416 2034,27,F,H,911,MTA - RED LINE - HOLLYWOOD/HIGHLAND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,6800    HOLLYWOOD                    BL,,34.1016,-118.3387
231820427,12/6/23 0:00,12/6/23 0:00,1825,18,Southeast,1806,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0450 1402 1407 1100 1822,0,X,X,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,230,998,,,MANCHESTER,AVALON,33.9543,-118.2606
231421444,12/7/23 0:00,12/6/23 0:00,1330,14,Pacific,1449,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385,64,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,331,,,,11600    MATTESON                     AV,,34.0073,-118.4225
231224504,12/7/23 0:00,12/6/23 0:00,1500,12,77th Street,1213,2,624,BATTERY - SIMPLE ASSAULT,0342 0444 0408 0913,30,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,5700 S  WESTERN                      AV,,33.9906,-118.3089
231518617,12/7/23 0:00,12/6/23 0:00,1637,15,N Hollywood,1585,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,11300    VENTURA                      BL,,34.143,-118.3727
230125760,12/6/23 0:00,12/6/23 0:00,2345,1,Central,152,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0910 0344,60,M,W,835,7TH AND METRO CENTER (NOT LINE SPECIFIC),,,IC,Invest Cont,440,,,,600 S  FIGUEROA                     ST,,34.0508,-118.2586
232018868,12/6/23 0:00,12/6/23 0:00,1500,20,Olympic,2021,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,400    WESTMINSTER                  AV,,34.0671,-118.3162
230125722,12/6/23 0:00,12/6/23 0:00,530,1,Central,164,1,210,ROBBERY,1253 0910 0334 0355,56,M,H,801,MTA BUS,102,HAND GUN,AA,Adult Arrest,210,,,,6TH                          ST,SPRING,34.046,-118.251
230125771,12/7/23 0:00,12/6/23 0:00,1525,1,Central,161,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,34,M,H,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
230500924,12/6/23 0:00,12/6/23 0:00,1230,5,Harbor,516,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 2004,24,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,AA,Adult Arrest,740,998,,,1000    ISLAND                       AV,,33.7827,-118.2662
230125863,12/8/23 0:00,12/6/23 0:00,1700,1,Central,159,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,108,PARKING LOT,,,IC,Invest Cont,420,,,,1300 E  6TH                          ST,,34.0382,-118.2356
230222216,12/6/23 0:00,12/6/23 0:00,530,2,Rampart,236,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0104 1822 1309,0,X,X,401,MINI-MART,,,IC,Invest Cont,442,,,,2000    BEVERLY                      BL,,34.066,-118.2688
230917333,12/11/23 0:00,12/6/23 0:00,2100,9,Van Nuys,966,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300,25,M,W,101,STREET,,,IC,Invest Cont,331,,,,HESBY                        ST,VENTURA CANYON               AV,34.1622,-118.4291
232018890,12/6/23 0:00,12/6/23 0:00,1830,20,Olympic,2069,2,888,TRESPASSING,0304 0325 0344 1822 2004,0,X,X,402,MARKET,,,IC,Invest Cont,888,,,,1000 S  HOOVER                       ST,,34.0499,-118.2879
230222197,12/6/23 0:00,12/6/23 0:00,1300,2,Rampart,245,2,624,BATTERY - SIMPLE ASSAULT,1218 0416 0446 1822,25,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,ALVARADO                     ST,WILSHIRE                     BL,34.0579,-118.2759
231718800,12/6/23 0:00,12/6/23 0:00,1400,17,Devonshire,1708,1,310,BURGLARY,0344 1300 1606 0202,35,F,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,16800    HALSEY                       ST,,34.281,-118.498
231718767,12/6/23 0:00,12/6/23 0:00,535,17,Devonshire,1781,1,761,BRANDISH WEAPON,334,50,M,H,102,SIDEWALK,114,AIR PISTOL/REVOLVER/RIFLE/BB GUN,AO,Adult Other,761,,,,LURLINE                      AV,NORDHOFF                     ST,34.2354,-118.5842
230320891,12/7/23 0:00,12/6/23 0:00,2330,3,Southwest,328,1,480,BIKE - STOLEN,0344 1822,47,M,H,101,STREET,,,IC,Invest Cont,480,,,,700 W  27TH                         ST,,34.0281,-118.2788
230125889,12/7/23 0:00,12/6/23 0:00,2107,1,Central,182,1,330,BURGLARY FROM VEHICLE,0344 1307,24,F,K,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,,600 W  9TH                          ST,,34.0451,-118.2604
232117371,12/6/23 0:00,12/6/23 0:00,1940,21,Topanga,2144,2,624,BATTERY - SIMPLE ASSAULT,0416 0356 0419 0602,67,F,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,6600    SAUSALITO                    AV,,34.1905,-118.6157
230222186,12/6/23 0:00,12/6/23 0:00,930,2,Rampart,205,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0334,31,F,W,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,230,,,,VENDOME,MARATHON,34.0811,-118.2763
230917138,12/6/23 0:00,12/6/23 0:00,520,9,Van Nuys,914,1,310,BURGLARY,0344 1414 1203 1402 1606,73,F,W,236,VISION CARE FACILITY*,,,IC,Invest Cont,310,998,,,14900    SHERMAN                      WY,,34.2011,-118.4575
231421354,12/6/23 0:00,12/6/23 0:00,1200,14,Pacific,1427,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,11100    ROSE                         AV,,34.022,-118.4223
231421377,12/6/23 0:00,12/6/23 0:00,1115,14,Pacific,1433,1,121,"RAPE, FORCIBLE",0527 2004 1218 1262 1822,35,F,W,509,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,LINCOLN                      BL,VENEZIA                      AV,33.9955,-118.4556
230320901,12/6/23 0:00,12/6/23 0:00,1445,3,Southwest,376,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 0416 0446 2000 1814 2038,22,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,3900    DENKER                       AV,,34.0149,-118.3045
230125852,12/7/23 0:00,12/6/23 0:00,2230,1,Central,195,1,330,BURGLARY FROM VEHICLE,0344 0329 1609 1307,23,M,B,101,STREET,,,IC,Invest Cont,330,,,,W  18TH,S  MAIN                         ST,34.0327,-118.2647
230222297,12/8/23 0:00,12/6/23 0:00,1305,2,Rampart,201,2,888,TRESPASSING,0913 0603,41,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888,,,,1000 N  MARIPOSA                     AV,,34.0891,-118.2992
230320941,12/6/23 0:00,12/6/23 0:00,825,3,Southwest,356,2,888,TRESPASSING,0910 1501,22,X,X,946,MTA - EXPO LINE - EXPO/WESTERN,,,IC,Invest Cont,888,,,,1500    EXPOSITION                   BL,,34.0184,-118.3043
231116690,12/10/23 0:00,12/6/23 0:00,1900,11,Northeast,1125,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1606,39,M,W,108,PARKING LOT,,,IC,Invest Cont,331,,,,1300    ARMADALE                     AV,,34.1194,-118.2133
231518602,12/6/23 0:00,12/6/23 0:00,540,15,N Hollywood,1521,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0444,32,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,6900    FULTON                       AV,,34.1961,-118.4225
231224636,12/9/23 0:00,12/6/23 0:00,1,12,77th Street,1258,1,121,"RAPE, FORCIBLE",0527 1822,37,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,7600 S  BROADWAY,,33.9708,-118.2783
231100937,12/7/23 0:00,12/6/23 0:00,930,11,Northeast,1143,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1309 1402 0432,27,M,H,101,STREET,307,VEHICLE,AO,Adult Other,230,998,,,2000 N  COMMONWEALTH                 AV,,34.1077,-118.2853
231421508,12/7/23 0:00,12/6/23 0:00,1230,14,Pacific,1407,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1300,65,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,420,,,,3700    JASMINE                      AV,,34.0239,-118.4035
231718873,12/7/23 0:00,12/6/23 0:00,1200,17,Devonshire,1752,2,354,THEFT OF IDENTITY,1822 0924,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,354,,,,10100    CANOGA                       AV,,34.2536,-118.5973
231421465,12/6/23 0:00,12/6/23 0:00,800,14,Pacific,1459,1,440,THEFT PLAIN - PETTY ($950 & UNDER),,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,4600    SAWTELLE                     BL,,34.0006,-118.4085
231224406,12/6/23 0:00,12/6/23 0:00,900,12,77th Street,1239,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 1813 2002 0448 0444 0408 0421 0422,25,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,5900    DENVER                       AV,,33.9876,-118.2838
231321673,12/6/23 0:00,12/6/23 0:00,1010,13,Newton,1364,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1309 0329 0302 0334 0216,42,F,H,104,DRIVEWAY,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,230,,,,1100 E  52ND                         ST,,33.996,-118.2565
230320898,12/6/23 0:00,12/6/23 0:00,1900,3,Southwest,362,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 0444 2002 0429 1813 1814,29,F,B,505,MOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,3900    NICOLET                      AV,,34.0163,-118.3507
230516620,12/7/23 0:00,12/6/23 0:00,15,5,Harbor,589,1,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,,,IC,Invest Cont,510,,,,2200 S  MESA                         ST,,33.7242,-118.2858
230718211,12/6/23 0:00,12/6/23 0:00,1638,7,Wilshire,724,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),325,22,X,X,415,THE GROVE,,,IC,Invest Cont,343,,,,100    THE GROVE                    DR,,34.0736,-118.3563
230415124,12/6/23 0:00,12/6/23 0:00,1630,4,Hollenbeck,422,2,624,BATTERY - SIMPLE ASSAULT,448,17,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,BROADWAY,E  SICHEL                       ST,34.0737,-118.2131
231718974,12/7/23 0:00,12/6/23 0:00,1755,17,Devonshire,1764,1,330,BURGLARY FROM VEHICLE,1822 0344,0,,,716,THEATRE/MOVIE,,,IC,Invest Cont,330,,,,PLUMMER,TAMPA,34.2427,-118.5536
231421524,12/10/23 0:00,12/6/23 0:00,420,14,Pacific,1494,1,510,VEHICLE - STOLEN,,0,,,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,510,,,,700    WORLD WY,,33.9431,-118.401
230718120,12/6/23 0:00,12/6/23 0:00,2030,7,Wilshire,702,1,330,BURGLARY FROM VEHICLE,0358 1609 1307 0344 1822,47,F,W,101,STREET,,,IC,Invest Cont,330,,,,7300    MELROSE                      AV,,34.0836,-118.3487
231421582,12/7/23 0:00,12/6/23 0:00,1220,14,Pacific,1487,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,8900 S  SEPULVEDA                    BL,,33.9559,-118.3962
231518600,12/7/23 0:00,12/6/23 0:00,1530,15,N Hollywood,1533,2,888,TRESPASSING,1822 1501,30,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888,,,,5600    LAUREL CANYON                BL,,34.1721,-118.3965
230415131,12/6/23 0:00,12/6/23 0:00,1800,4,Hollenbeck,483,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,0,X,X,101,STREET,,,IC,Invest Cont,740,,,,1100 S  BOYLE                        AV,,34.0311,-118.2202
231718832,12/6/23 0:00,12/6/23 0:00,318,17,Devonshire,1735,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0394,63,M,W,119,"PORCH, RESIDENTIAL",,,IC,Invest Cont,440,,,,17800    TRIBUNE                      ST,,34.2673,-118.5216
230718067,12/6/23 0:00,12/6/23 0:00,2245,7,Wilshire,758,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0447 1822 1253 0910,25,F,H,801,MTA BUS,306,ROCK/THROWN OBJECT,IC,Invest Cont,230,,,,PICO,RIMPAU,34.0488,-118.3369
231016929,12/8/23 0:00,12/6/23 0:00,1630,10,West Valley,1037,1,330,BURGLARY FROM VEHICLE,0344 1607 0329,30,F,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,17500    VICTORY                      BL,,34.1866,-118.5142
230917193,12/7/23 0:00,12/6/23 0:00,1200,9,Van Nuys,963,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,14900    MAGNOLIA                     BL,,34.1649,-118.4578
232018913,12/6/23 0:00,12/6/23 0:00,20,20,Olympic,2081,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0913 2000 1309 1307,35,F,B,101,STREET,,,IC,Invest Cont,740,,,,1800 S  GRAMERCY                     PL,,34.0408,-118.313
231421358,12/6/23 0:00,12/6/23 0:00,830,14,Pacific,1446,2,888,TRESPASSING,2004,66,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,888,,,,3900    MARCASEL                     AV,,34.0022,-118.4275
230125869,12/6/23 0:00,12/6/23 0:00,1728,1,Central,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),344,0,X,X,404,DEPARTMENT STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,442,,,,700 W  7TH                          ST,,34.048,-118.2577
230222408,12/6/23 0:00,12/6/23 0:00,445,2,Rampart,218,2,354,THEFT OF IDENTITY,1822 0922,39,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,800    LAVETA                       TR,,34.0713,-118.2575
232018936,12/6/23 0:00,12/6/23 0:00,1330,20,Olympic,2073,1,761,BRANDISH WEAPON,0913 0302 0334 0421 0432 1309,53,F,H,101,STREET,511,VERBAL THREAT,IC,Invest Cont,761,930,,,8TH,KINGSLEY,34.0454,-118.3072
230415125,12/6/23 0:00,12/6/23 0:00,2310,4,Hollenbeck,455,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0446 2000 0416 1814,34,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,600    BRITTANIA                    ST,,34.0506,-118.2124
231820450,12/7/23 0:00,12/6/23 0:00,2234,18,Southeast,1838,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,10800    LOU DILLON                   AV,,33.9375,-118.2349
230125750,12/6/23 0:00,12/6/23 0:00,2145,1,Central,152,1,210,ROBBERY,1822 2048 0334 0344 1251,23,F,O,902,MTA - RED LINE - PERSHING SQUARE,102,HAND GUN,IC,Invest Cont,210,,,,500 S  OLIVE                        ST,,34.0495,-118.2528
231016872,12/6/23 0:00,12/6/23 0:00,2024,10,West Valley,1063,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 2004 0329 0447 1414,0,M,W,235,PHARMACY INSIDE STORE OR SUPERMARKET*,,,IC,Invest Cont,740,,,,18400    VENTURA                      BL,,34.1681,-118.5343
230415133,12/7/23 0:00,12/6/23 0:00,1145,4,Hollenbeck,464,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,100 N  BREED                        ST,,34.0442,-118.2109
230718121,12/6/23 0:00,12/6/23 0:00,309,7,Wilshire,701,1,330,BURGLARY FROM VEHICLE,0344 0202 0358 1609 1307 1822,48,M,W,101,STREET,,,IC,Invest Cont,330,,,,600 N  HAYWORTH                     AV,,34.0816,-118.3627
230618764,12/9/23 0:00,12/6/23 0:00,2200,6,Hollywood,643,1,510,VEHICLE - STOLEN,,0,,,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,510,,,,1500 N  POINSETTIA                   PL,,34.098,-118.3479
230222209,12/6/23 0:00,12/6/23 0:00,500,2,Rampart,233,2,624,BATTERY - SIMPLE ASSAULT,0400 0913 0603 0361,44,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,100 N  RAMPART                      BL,,34.0695,-118.2768
232019044,12/9/23 0:00,12/6/23 0:00,1200,20,Olympic,2069,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1606 1822,0,,,101,STREET,,,IC,Invest Cont,420,,,,PICO,ARAPAHOE,34.0473,-118.2854
230701082,12/6/23 0:00,12/6/23 0:00,1100,7,Wilshire,725,1,310,BURGLARY,1402 1609 0344 0321,63,M,W,504,OTHER RESIDENCE,,,IC,Invest Cont,310,998,,,100 N  VISTA                        ST,,34.0736,-118.3522
230718065,12/6/23 0:00,12/6/23 0:00,1842,7,Wilshire,758,1,310,BURGLARY,1609 0344,65,F,O,504,OTHER RESIDENCE,,,IC,Invest Cont,310,,,,1100 S  WINDSOR                      BL,,34.054,-118.3263
230320890,12/6/23 0:00,12/6/23 0:00,1115,3,Southwest,379,1,220,ATTEMPTED ROBBERY,1822 0216 0416,46,F,H,719,MEDICAL/DENTAL OFFICES,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220,,,,1000    EXPOSITION                   BL,,34.0182,-118.2915
232117369,12/6/23 0:00,12/6/23 0:00,1640,21,Topanga,2139,1,210,ROBBERY,1822 0945 1402 0325,35,M,X,242,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,210,998,,,20100    SHERMAN                      WY,,34.2011,-118.5751
231718878,12/8/23 0:00,12/6/23 0:00,1630,17,Devonshire,1785,1,310,BURGLARY,0329 1606 0344,0,X,X,213,WAREHOUSE,,,IC,Invest Cont,310,,,,8700    DARBY                        AV,,34.229,-118.5337
232018859,12/6/23 0:00,12/6/23 0:00,1000,20,Olympic,2024,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0400 0444 0429 0448 0329 0432,32,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,500 S  SERRANO                      AV,,34.0654,-118.3066
230125751,12/6/23 0:00,12/6/23 0:00,2030,1,Central,152,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1218 0910 0431,62,M,W,903,MTA - RED LINE - 7TH AND METRO CENTER,512,MACE/PEPPER SPRAY,IC,Invest Cont,230,,,,600 S  FIGUEROA                     ST,,34.0508,-118.2586
230125753,12/7/23 0:00,12/6/23 0:00,1800,1,Central,139,1,330,BURGLARY FROM VEHICLE,1307 1609 0329 0344,34,M,K,101,STREET,,,IC,Invest Cont,330,,,,800    TRACTION                     AV,,34.0453,-118.236
231016922,12/7/23 0:00,12/6/23 0:00,1900,10,West Valley,1079,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,29,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,15900    VENTURA                      BL,,34.1599,-118.4766
230718073,12/6/23 0:00,12/6/23 0:00,1750,7,Wilshire,722,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2004 0325,0,X,X,405,CLOTHING STORE,,,IC,Invest Cont,440,,,,100    LA CIENEGA                   BL,,34.0734,-118.3765
